위험ID,작업ID,위험요소,사고유형,위험도,상황설명,예방핵심,출처URL
R-MECH-EQUIP-001-02,MECH-EQUIP-001,용접·용단 화재,화재,상,화기작업허가 필요,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-MECH-EQUIP-001-03,MECH-EQUIP-001,수압시험 파열,파열,상,압력관리·출입통제,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-MECH-TEST-001-01,MECH-TEST-001,배관 양중·협착,협착,중,체인블록·줄걸이 관리,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-MECH-TEST-001-02,MECH-TEST-001,용접·용단 화재,화재,상,화기작업허가 필요,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-MECH-TEST-001-03,MECH-TEST-001,수압시험 파열,파열,상,압력관리·출입통제,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-ELEC-CONDUIT-001-01,ELEC-CONDUIT-001,활선 감전,감전,상,정전·검전·잠금표지 필요,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-ELEC-CONDUIT-001-02,ELEC-CONDUIT-001,분전반 단락·화재,화재,상,절연·토크·접지 확인,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-ELEC-CONDUIT-001-03,ELEC-CONDUIT-001,고소 배선 작업 추락,추락,중,작업발판 관리,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-ELEC-WIRE-001-01,ELEC-WIRE-001,활선 감전,감전,상,정전·검전·잠금표지 필요,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-ELEC-WIRE-001-02,ELEC-WIRE-001,분전반 단락·화재,화재,상,절연·토크·접지 확인,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-ELEC-WIRE-001-03,ELEC-WIRE-001,고소 배선 작업 추락,추락,중,작업발판 관리,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-ELEC-PANEL-001-01,ELEC-PANEL-001,활선 감전,감전,상,정전·검전·잠금표지 필요,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-ELEC-PANEL-001-02,ELEC-PANEL-001,분전반 단락·화재,화재,상,절연·토크·접지 확인,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-ELEC-PANEL-001-03,ELEC-PANEL-001,고소 배선 작업 추락,추락,중,작업발판 관리,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-ELEC-LIGHT-001-01,ELEC-LIGHT-001,활선 감전,감전,상,정전·검전·잠금표지 필요,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-ELEC-LIGHT-001-02,ELEC-LIGHT-001,분전반 단락·화재,화재,상,절연·토크·접지 확인,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-ELEC-LIGHT-001-03,ELEC-LIGHT-001,고소 배선 작업 추락,추락,중,작업발판 관리,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-ELEC-GROUND-001-01,ELEC-GROUND-001,활선 감전,감전,상,정전·검전·잠금표지 필요,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-ELEC-GROUND-001-02,ELEC-GROUND-001,분전반 단락·화재,화재,상,절연·토크·접지 확인,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-ELEC-GROUND-001-03,ELEC-GROUND-001,고소 배선 작업 추락,추락,중,작업발판 관리,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-FIRE-SPR-001-01,FIRE-SPR-001,배관 양중 협착,협착,중,작업반경 통제,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-FIRE-SPR-001-02,FIRE-SPR-001,용접·용단 화재,화재,상,불티방지·감시자 필요,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-FIRE-SPR-001-03,FIRE-SPR-001,수압시험 누수·파열,파열,중,압력상승 단계관리,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-FIRE-HYDRANT-001-01,FIRE-HYDRANT-001,배관 양중 협착,협착,중,작업반경 통제,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-FIRE-HYDRANT-001-02,FIRE-HYDRANT-001,용접·용단 화재,화재,상,불티방지·감시자 필요,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-FIRE-HYDRANT-001-03,FIRE-HYDRANT-001,수압시험 누수·파열,파열,중,압력상승 단계관리,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-FIRE-ALARM-001-01,FIRE-ALARM-001,배관 양중 협착,협착,중,작업반경 통제,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-FIRE-ALARM-001-02,FIRE-ALARM-001,용접·용단 화재,화재,상,불티방지·감시자 필요,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-FIRE-ALARM-001-03,FIRE-ALARM-001,수압시험 누수·파열,파열,중,압력상승 단계관리,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-FIRE-SMOKE-001-01,FIRE-SMOKE-001,배관 양중 협착,협착,중,작업반경 통제,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-FIRE-SMOKE-001-02,FIRE-SMOKE-001,용접·용단 화재,화재,상,불티방지·감시자 필요,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-FIRE-SMOKE-001-03,FIRE-SMOKE-001,수압시험 누수·파열,파열,중,압력상승 단계관리,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-EXT-PAVE-001-01,EXT-PAVE-001,장비·차량 충돌,충돌,상,신호수·동선분리 필요,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-EXT-PAVE-001-02,EXT-PAVE-001,맨홀 추락·질식,추락/질식,상,개구부·환기·가스측정,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-EXT-PAVE-001-03,EXT-PAVE-001,고온 아스콘 화상,화상,중,보호구 착용,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-EXT-BLOCK-001-01,EXT-BLOCK-001,장비·차량 충돌,충돌,상,신호수·동선분리 필요,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-EXT-BLOCK-001-02,EXT-BLOCK-001,맨홀 추락·질식,추락/질식,상,개구부·환기·가스측정,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-EXT-BLOCK-001-03,EXT-BLOCK-001,고온 아스콘 화상,화상,중,보호구 착용,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-EXT-MANHOLE-001-01,EXT-MANHOLE-001,장비·차량 충돌,충돌,상,신호수·동선분리 필요,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-EXT-MANHOLE-001-02,EXT-MANHOLE-001,맨홀 추락·질식,추락/질식,상,개구부·환기·가스측정,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-EXT-MANHOLE-001-03,EXT-MANHOLE-001,고온 아스콘 화상,화상,중,보호구 착용,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-LAND-PLANT-001-01,LAND-PLANT-001,굴착·장비 충돌,충돌,중,작업반경 통제,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-LAND-PLANT-001-02,LAND-PLANT-001,중량 수목 전도,전도/협착,중,줄걸이·지주목 관리,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-LAND-PLANT-001-03,LAND-PLANT-001,수공구 베임,베임,중,장갑·보안경,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-LAND-FAC-001-01,LAND-FAC-001,굴착·장비 충돌,충돌,중,작업반경 통제,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-LAND-FAC-001-02,LAND-FAC-001,중량 수목 전도,전도/협착,중,줄걸이·지주목 관리,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-LAND-FAC-001-03,LAND-FAC-001,수공구 베임,베임,중,장갑·보안경,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-CLOSE-CLEAN-001-01,CLOSE-CLEAN-001,청소 중 전도,전도,중,물기·폐자재 정리,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-CLOSE-CLEAN-001-02,CLOSE-CLEAN-001,시운전 감전·끼임,감전/협착,상,LOTO·가드 확인,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-CLOSE-CLEAN-001-03,CLOSE-CLEAN-001,문서 누락으로 인수 지연,품질/행정,중,도서·성적서 확인,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-CLOSE-TEST-001-01,CLOSE-TEST-001,청소 중 전도,전도,중,물기·폐자재 정리,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-CLOSE-TEST-001-02,CLOSE-TEST-001,시운전 감전·끼임,감전/협착,상,LOTO·가드 확인,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-CLOSE-TEST-001-03,CLOSE-TEST-001,문서 누락으로 인수 지연,품질/행정,중,도서·성적서 확인,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-CLOSE-DOC-001-01,CLOSE-DOC-001,청소 중 전도,전도,중,물기·폐자재 정리,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-CLOSE-DOC-001-02,CLOSE-DOC-001,시운전 감전·끼임,감전/협착,상,LOTO·가드 확인,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
R-CLOSE-DOC-001-03,CLOSE-DOC-001,문서 누락으로 인수 지연,품질/행정,중,도서·성적서 확인,작업 전 위험성평가 반영 및 현장 상태에 따라 추가조치,https://www.law.go.kr/LSW//lsInfoP.do?ancYnChk=0&lsId=007363
